"id"|"label"|"type"|"img"
200146|"Bernstein-Schiffchen"|"generic"|"De/DeObj0095Img01F.jpg"
200147|"Trierer Schiffslampe 1"|"generic"|"De/DeObj00096Img01F.jpg"
200148|"Stirnziegel mit Schiffstropaion"|"generic"|"De/DeObj0083Img01F.jpg"
200149|"Phyton Krater aus Paestum"|"generic"|"De/DeObj00101Img01F.jpg"
200150|"Kanzel Heinrichs II. im Aachener M&uuml;nster"|"generic"|"De/DeObj0102Img00F.jpg"
200151|"Nordafrikanische Terra-Sigillata-Schale, Nr. 9"|"generic"|"De/DeObj0110Img01F.jpg"
200152|"Telephos-Fries vom Pergamon Altar"|"generic"|"De/DeObj0210Img02F.jpg"
200153|"K&ouml;lner Lampe 5"|"generic"|"De/DeObj0123Img02f.jpg"
200154|"K&ouml;lner Sigillata-Schale"|"generic"|"De/DeObj00124Img01F.jpg"
200155|"Henkelkrug mit Reliefauflage"|"generic"|"De/DeObj0125Img01bF.jpg"
200156|"Lampe 1 aus der Sammlung Kauffmann"|"generic"|"De/DeObj0161Img01F.jpg"
200157|"Lampe 2 aus der Sammlung Kauffmann"|"generic"|"De/DeObj0162Img01F.jpg"
200158|"Lampe 3 aus der Sammlung Kauffmann"|"generic"|"De/DeObj0163Img01F.jpg"
200159|"Codex Aureus Epternacenis Hs. 156142, fol. 21"|"generic"|"De/DeObj0164Img00F.jpg"
200160|"Trierer Manuskript mit Darstellung der Apokalypse, Ms. 31"|"generic"|"De/DeObj0165Img00F.jpg"
200161|"Exekias-Schale"|"generic"|"De/DeObj0166Img01F.jpg"
200162|"&Auml;gyptische Schiffslampe"|"generic"|"De/DeObj0200Img01F.jpg"
200163|"Rhodischer Reliefbecher"|"generic"|"De/DeObj0203Img01F.jpg"
200164|"Calenische Omphalosschale aus Vulci"|"generic"|"De/DeObj00206Img01F.jpg"
200165|"Tonplatte aus Rom"|"generic"|"De/DeObj00207Img01F.jpg"
200166|"Berliner Sigillata Schale"|"generic"|"De/DeObj00212Img01F.jpg"
200167|"Berliner Stirnziegelfragment mit Magna Mater-Darstellung"|"generic"|"De/DeObj0214Img01F.jpg"
200168|"Bonner Lampe"|"generic"|"De/DeObj0215Img01F.jpg"
200169|"Tonplatte mit Schiffsdarstellung"|"generic"|"De/DeObj00218Img01aF.jpg"
200170|"Lampe 1 in Hannover"|"generic"|"De/DeObj00225Img01F.jpg"
200171|"Lampe 2 in Hannover"|"generic"|"De/DeObj00226Img01F.jpg"
200172|"Wei&szlig;enburger Lampe"|"generic"|"De/DeObj00227Img01AF.jpg"
200173|"Kasseler Mosaik"|"generic"|"De/DeObj00229Img01F.jpg"
200174|"K&ouml;lner Lampe 6"|"generic"|"De/DeObj00234Img01F.jpg"
200175|"Weidener Sarkophag"|"generic"|"De/DeObj00237Img11F.jpg"
200176|"Grabstein eines Seesoldaten"|"generic"|"De/DeObj00242Img00F.jpg"
200177|"Schiffsmodell aus dem Fayum"|"generic"|"De/DeObj00249Img01F.jpg"
200178|"Blickweiler Sigillata-Scherbe 1"|"generic"|"De/DeObj0254Img01F.jpg"
200179|"Blickweiler Sigillata-Scherbe 2"|"generic"|"De/DeObj0254Img04f.jpg"
200180|"Iphigenie Sarkophag"|"generic"|"De/DeObj00258Img01F.jpg"
200181|"W&uuml;rzburger Calenische Schale"|"generic"|"De/DeObj00259Img02F.jpg"
200182|"Evangeliar Kaiser Ottos III., Clm. 4453"|"generic"|"De/DeObj00260Img01F.jpg"
200183|"&Uuml;berlinger Fresko"|"generic"|"De/DeObj00261Img01F.jpg"
200184|"K&ouml;lner Bronzebeschlag"|"generic"|"De/DeObj00267Img01F.jpg"
200185|"Trierer Lampe 3 mit Schiffsdarstellung"|"generic"|"De/DeObj00270Img01AF.jpg"
200186|"Berliner Prora"|"generic"|"De/DeObj00284Img01F.jpg"
200187|"Schiffsf&ouml;rmige Lampe mit R&auml;dern"|"generic"|"De/DeObj0300Img01F.jpg"
200188|"Wetterauer Keramik-Applikation"|"generic"|"De/DeObj00305Img01F.jpg"
200189|"Trierer Lampe 4 mit Schiffsdarstellung"|"generic"|"De/DeObj00312Img01aF.jpg"
200190|"Berliner Dionysos-Schale"|"generic"|"De/DeObj00319Img01F.jpg"
200191|"Saarbr&uuml;ckener Schiffsmodell"|"generic"|"De/DeObj00320Img01F.jpg"
200192|"Codex Bruchsaliensis"|"generic"|"De/DeObj00321Img01F.jpg"
200193|"Athena-Tempel in Pergamon"|"generic"|"De/DeObj0334Img04F.jpg"
200194|"Mainzer Ampulle aus Abu Mina"|"generic"|"De/DeObj00350Img01F.jpg"
200195|"Sardisches Bronzeschiffchen"|"generic"|"De/DeObj00357Img01F.jpg"
200196|"Bronzeschiff aus Freiburg"|"generic"|"De/DeObj00366Img01f.jpg"
200197|"Gemme 1 aus Xanten-F&uuml;rstenberg"|"generic"|"De/DeObj00367Img01F.jpg"
200198|"Gemme 3 aus Xanten"|"generic"|"De/DeObj00369Img01F.jpg"
200199|"Berliner Gemme"|"generic"|"De/DeObj00370Img01f.jpg"
200200|"Florenzer Gemme"|"generic"|"De/DeObj00371Img01f.jpg"
200201|"M&uuml;nchener Gemme 2"|"generic"|"De/DeObj00374Img01f.jpg"
200202|"M&uuml;nchener Gemme 1"|"generic"|"De/DeObj00375Img01aF.jpg"
200203|"Gemme 4 aus Xanten"|"generic"|"De/DeObj00377Img01f.jpg"
200204|"Grabstein des Aurelius Theogeiton"|"generic"|"De/DeObj00405Img01F.jpg"
200205|"Petrusgemme"|"generic"|"De/DeObj00500Img01f.jpg"
200206|"Berliner Gemme 2"|"generic"|"De/DEObj00501Img01f.jpg"
200207|"Berliner Krater"|"generic"|"De/DEObj00502Img01f.jpg"
200208|"Mannheimer Halsamphora"|"generic"|"DE/DEObj0168Img01F.jpg"
200209|"Schwarzfiguriger Dinos in M&uuml;nchen"|"generic"|"DE/DEObj0169Img01F.jpg"
200210|"K&oslash;penhagen Sarcofag"|"generic"|"Dk/DkObj0001Img01f.jpg"
200211|"Skr&oslash;belev kirke"|"generic"|"Dk/DkObj0003Img00F.jpg"
200212|"Elsehoved Bernstein"|"generic"|"Dk/DkObj0004Img00F.jpg"
200213|"Gr&oslash;nland model"|"generic"|"Dk/DkObj0005Img01aF.jpg"
200214|"Karlbystenen"|"generic"|"Dk/DKObj00007Img00F.jpg"
200215|"Gudme m&oslash;nt"|"generic"|"Dk/DkObj0008Img00F.jpg"
200216|"H&oslash;rdum billedsten"|"generic"|"Dk/DkObj00009Img00F.jpg"
200217|"Copenhagen Black Figure Cup"|"generic"|"Dk/DkObj0100Img01F.jpg"
200218|"Himmelev kirke"|"generic"|"Dk/DkObj0016Img00F.jpg"
200219|"Okholm m&oslash;nt"|"generic"|"Dk/DkObj0020Img00F.jpg"
200220|"Viborg S&oslash;ndersoslash;"|"generic"|"Dk/DkObj0021Img00F.jpg"
200221|"Hansted kvader"|"generic"|"Dk/DkObj0024Img00F.jpg"
200222|"Hjermind runesten"|"generic"|"Dk/DkObj0025Img00F.jpg"
200223|"S&oslash;ndre Kirkeby runesten"|"generic"|"Dk/DkObj0029Img00aF.jpg"
200224|"Vilstrup kirke"|"generic"|"Dk/DkObj0030Img00F.jpg"
200225|"Mosaik des Sophilos"|"generic"|"Eg/EgObj0006Img01F.jpg"
200226|"Centcella Mosaik"|"generic"|"Es/EsObj0001Img01f.jpg"
200227|"Casa De Hipolytus Mosaic"|"generic"|"Es/EsObj0002Img01F.jpg"
200228|"Ampurias graffiti"|"generic"|"Es/EsObj0003Img01F.jpg"
200229|"Grafiti de Tarragona"|"generic"|"Es/EsObj0004Img01F.jpg"
200230|"Estele funeraria"|"generic"|"Es/EsObj0008Img01F.jpg"
200231|"Codex Skylitzes Matritensis"|"generic"|"Es/EsObj0500Img01f.jpg"
200232|"Tapis de Bayeux"|"generic"|"Fr/FrObj0001Img01F.jpg"
200233|"Cod. Parisin. Lat. Nouv. Acq. 1614, fol. 81<SUP>v</SUP>"|"generic"|"Fr/FrObj0023Img01F.jpg"
200234|"Metz bateau"|"generic"|"Fr/FrObj0006Img01F.jpg"
200235|"Cod. Bonon. 188 fol. 20 <SUP>r</SUP>"|"generic"|"Fr/FrObj0007Img01F.jpg"
200236|"Codex Parisin. 1614 fol. 60<SUP>v</SUP>"|"generic"|"Fr/FrObj0008Img01F.jpg"
200237|"Codex Parisinus suppl. Graec. 1354 Nr.5"|"generic"|"Fr/FrObj0009Img01F.jpg"
200238|"Bible de Charles le Chauve"|"generic"|"Fr/FrObj0010Img01F.jpg"
200239|"Graffito de Cucuron"|"generic"|"Fr/FrObj0011Img01F.jpg"
200240|"Narbonne bateau 1"|"generic"|"Fr/FrObj0012Img01F.jpg"
200241|"Narbonne bateau 2"|"generic"|"Fr/FrObj0013Img01F.jpg"
200242|"Nik&egrave; de Samothrace"|"generic"|"Fr/FrObj0014Img01F.jpg"
200243|"Relief de Khorsabad"|"generic"|"Fr/FrObj0015Img01f.jpg"
200244|"Ivoire de Metz"|"generic"|"Fr/FrObj0016Img01F.jpg"
200245|"Codex Ms. Gr. 510, fol. 3r"|"generic"|"Fr/FrObj0017Img01F.jpg"
200246|"Fibule de Biesheim"|"generic"|"Fr/FrObj0018Img01F.jpg"
200247|"Le chale de Sabine"|"generic"|"Fr/FrObj0019Img01F.jpg"
200248|"Plaque-boucle de Poitiers"|"generic"|"Fr/FrObj0020Img01F.jpg"
200249|"Plaque-boucle de Bavans"|"generic"|"Fr/FrObj0021Img01F.jpg"
200250|"Sarcophage de Chagny"|"generic"|"Fr/FrObj0022Img01F.jpg"
200251|"Akkadian seal"|"generic"|"Iq/IqObj0003Img01F.jpg"
200252|"Mod&egrave;l de Rethel"|"generic"|"FR/FrObj0024Img01F.jpg"
200253|"Cluny capitel"|"generic"|"Fr/FrObj00025Img01F.jpg"
200254|"Moissac Capiteau"|"generic"|"Fr/FrObj0026Img01F.jpg"
200255|"Paris gold glass"|"generic"|"Fr/FrObj0027Img01F.jpg"
200256|"Bateau de Blessey"|"generic"|"Fr/FrObj00028Img01AAF.jpg"
200257|"Lampe 5 de Paris"|"generic"|"Fr/FrObj00032Img01F.jpg"
200258|"Cod. Parisin. Grec. 923 Sacra Parallela"|"generic"|"Fr/FrObj0033Img01F.jpg"
200259|"Cod. Parisinus Grec. 923 Sacra Parallela"|"generic"|"Fr/FrObj0034Img01F.jpg"
200260|"Bateau d'Avignon"|"generic"|"Fr/FrObj00042Img01F.jpg"
200261|"Bateau de Sequana"|"generic"|"Fr/FrObj0043Img01F.jpg"
200262|"Tiber Statue"|"generic"|"Fr/FrObj0044Img04F.jpg"
200263|"Nikosthenes vaiselle"|"generic"|"Fr/FrObj0047Img00F.jpg"
200264|"Lampe 6 de Paris"|"generic"|"Fr/FrObj0062Img01F.jpg"
200265|"Marseille Lampe"|"generic"|"Fr/FrObj0073Img01F.jpg"
200266|"Lezoux tesson"|"generic"|"Fr/FrObj0150Img01F.jpg"
200267|"Vienne Applique"|"generic"|"Fr/FrObj00151Img01AF.jpg"
200268|"Lampe 1 de Saeculi"|"generic"|"Fr/FrObj0153Img01F.jpg"
200269|"Plat Campanienne"|"generic"|"Fr/FrObj00154Img01GF.jpg"
200270|"Arc de Triomphe d'Orange"|"generic"|"Fr/FrObj00155ImgG01F.jpg"
200271|"Relief de Boulogne"|"generic"|"Fr/FrObj00158Img001aF.jpg"
200272|"Sarcophage de Saint Caprais"|"generic"|"Fr/FrObj00200Img02F.jpg"
200273|"Sarcophage avec Jonas"|"generic"|"Fr/FrObj00201Img01F.jpg"
200274|"Bateau d'Angoul&ecirc;me"|"generic"|"Fr/FrObj00202Img01F.jpg"
200275|"Mosaique d' Anse"|"generic"|"FR/FRObj00203Img01F.jpg"
200276|"Sarcophage d' Arles"|"generic"|"Fr/FrObj00204Img02F.jpg"
200277|"Bateau du Cerveau"|"generic"|"Fr/FrObj00205Img01F.jpg"
200278|"Prothymos St&egrave;le"|"generic"|"Fr/FrObj00206Img01F.jpg"
200279|"Lampe d'Istres"|"generic"|"Fr/FrObj00211Img01F.jpg"
200280|"Applique 6 de Lyon"|"generic"|"Fr/FrObj00215Img01F.jpg"
200281|"Lampe 1"|"generic"|"Fr/FrObj00216Img01F.jpg"
200282|"Mod&egrave;le de Marseille"|"generic"|"FR/FRObj00224Img01F.jpg"
200283|"Narbonne Relief 4"|"generic"|"Fr/FrObj00228Img01F.jpg"
200284|"Narbonne Relief 5"|"generic"|"Fr/FrObj00230Img01F.jpg"
200285|"Paris Lampe 7"|"generic"|"Fr/FrObj00235ImgF01F.jpg"
200286|"Lampe 2 de Paris"|"generic"|"Fr/FrObj00236Img01F.jpg"
200287|"Lampe 4 de Paris"|"generic"|"Fr/FrObj00237Img00F.jpg"
200288|"Paris Lampe 8"|"generic"|"Fr/FrObj00238Img01F.jpg"
200289|"Lampe 3 de Paris"|"generic"|"Fr/FrObj00239Img01F.jpg"
200290|"Paris Lampe 5"|"generic"|"Fr/FrObj00240Img00F.jpg"
200291|"Relief d'Iphigenie"|"generic"|"FR/FRObj00253Img01F.jpg"
200292|"Pl&acirc;t Campanienne"|"generic"|"Fr/FrObj00255ImgF00F.jpg"
200293|"Lampe d'Israel"|"generic"|"Fr/FrObj00257Img00aF.jpg"
200294|"Rython au forme de bateau"|"generic"|"Fr/FrObj00268Img00F.jpg"
200295|"Bateau de Rodez"|"generic"|"Fr/FrObj00272Img01F.jpg"
200296|"Paris Book Cover"|"generic"|"Fr/FrObj00275Img01F.jpg"
200297|"Bateau d' Aix-en-Provence"|"generic"|"Fr/FrObj00278Img01F.jpg"
200298|"Sarcophage d'Arles"|"generic"|"Fr/FrObj00279Img01F.jpg"
200299|"Lampe de Montpellier"|"generic"|"Fr/FRObj00295Img01t.jpg"
200300|"Lampe d'Avignon"|"generic"|"Fr/FrObj00296Img01t.jpg"
200301|"Aureus Constantius I"|"generic"|"Fr/FRObj00300Img02t.jpg"
200302|"Narbonne Relief 8"|"generic"|"Fr/FrObj00302Img01F.jpg"
200303|"Narbonne Relief 7"|"generic"|"Fr/FrObj00303Img01F.jpg"
200304|"Narbonne Relief 9"|"generic"|"Fr/FrObj00304Img01F.jpg"
200305|"Narbonne Relief 3"|"generic"|"Fr/FrObj00305Img01F.jpg"
200306|"Arc de Triomphe"|"generic"|"Fr/FrObj00306Img01F.jpg"
200307|"Relief de Jonqui&egrave;res"|"generic"|"Fr/FrObj00307Img01F.jpg"
200308|"Bateau de Fayence"|"generic"|"Fr/Frobj00320Img01F.jpg"
200309|"Louvre Black Figure Hydria"|"generic"|"Fr/FrObj0035Img01F.jpg"
200310|"Bateau de Souvigny"|"generic"|"Fr/FrObj00351Img1F.jpg"
200311|"Char de bateau Parisienne"|"generic"|"Fr/FrObj00353Img01F.jpg"
200312|"Model d'un bateau"|"generic"|"Fr/FrObj00354Img01F.jpg"
200313|"Applique 5 de Lyon"|"generic"|"Fr/FrObj00356Img01F.jpg"
200314|"Applique 4 de Lyon"|"generic"|"Fr/FrObj00357Img01F.jpg"
200315|"Navigium Veneris 1"|"generic"|"Fr/FrObj00358Img01F.jpg"
200316|"Applique3 de Lyon"|"generic"|"Fr/FrObj00359Img01F.jpg"
200317|"Campana Collection Lebes"|"generic"|"Fr/FrObj0036Img01f.jpg"
200318|"Applique 2 de Lyon"|"generic"|"Fr/FrObj00360Img01F.jpg"
200319|"Applique 7 de Lyon"|"generic"|"Fr/FrObj00362Img01F.jpg"
200320|"LouvreBlack Figure Lebes"|"generic"|"Fr/FrObj0037Img01f.jpg"
200321|"Louvre Lebes Fragment CP12246"|"generic"|"Fr/FrObj0038Img01f.jpg"
200322|"Louvre Lebes Fragments CP12247"|"generic"|"Fr/FrObj0039Img01f.jpg"
200323|"Louvre Lebes Fragments CP 11248"|"generic"|"Fr/FrObj0040Img00F.jpg"
200324|"Sarcophage de Clermont-Ferrand"|"generic"|"Fr/FrObj00400Img01F.jpg"
200325|"Model Parisienne de marbre"|"generic"|"Fr/FrObj00401Img01F.jpg"
200326|"Black Figure Cup from Marseilles"|"generic"|"FR/FRObj0041Img01F.jpg"
200327|"Marseille Monument"|"generic"|"FR/FRObj00710Img01F.jpg"
200328|"Stele of Antipatros"|"generic"|"Gr/GrObj0001Img01F.jpg"
200329|"Î•Ï€Î¹Ï„ÏÎ¼Î²Î¹Î¿Î½ Î±Î½Î¬Î³Î»Ï…Ï†Î¿ Ï„Î¿Ï… Î‘Ï…ÏÎ·Î»Î¯Î¿Ï… Î‘ÏƒÎºÎ»Î·Ï€Î¹Î¿Ï"|"generic"|"Gr/GrObj0010Img01F.jpg"
200330|"Î¡Î¿Î¼Î²ÏŒÏƒÏ‡Î·Î¼Î¿ Ï‡ÏÏ…ÏƒÏŒ Î­Î»Î±ÏƒÎ¼Î±"|"generic"|"Gr/GrObj0011Img01F.jpg"
200331|"Corinth Kalyx Krater Fragment"|"generic"|"Gr/GrObj0016Img01F.jpg"
200332|"Opus Sectile panels of Kenchreai, panel 19"|"generic"|"Gr/GrObj0002Img01af.jpg"
200333|"Opus Sectile panels of Kenchreai, panel 18"|"generic"|"Gr/GrObj0003Img01cF.Jpg"
200334|"Opus Sectile panels of Kenchreai, panel 18"|"generic"|"Gr/GrObj0004Img01F.Jpg"
200335|"Lekythos CC969"|"generic"|"Gr/GrObj0012Img01F.jpg"
200336|"Santorin Little Master Band Cup"|"generic"|"Gr/GRObj0018Img01F.jpg"
200337|"The Thera Fresco"|"generic"|"GR/GRObj0019Img01F.jpg"
200338|"The ""Lenormant-Relief"""|"generic"|"Gr/GRObj0500Img01F.jpg"
200339|"Chestfitting from Szentendre"|"generic"|"Hu/HuObj0001Img01f.jpg"
200340|"Silver boat from Ur"|"generic"|"Iq/IqObj0007Img01F.jpg"
200341|"Akkadian seal"|"generic"|"Iq/IqObj0013Img01F.jpg"
200342|"Babylonian seal"|"generic"|"Iq/IqObj0014Img01F.jpg"
200343|"Broighter Boat"|"generic"|"Ir/IrObj0001Img00.jpg"
200344|"The Migdal ship"|"generic"|"Is/001F0003.jpg"
200345|"Leontis mosaic panel A"|"generic"|"Is/0030005.jpg"
200346|"Leontis mosaic panel B"|"generic"|"Is/004F0001.jpg"
200347|"Kh. Haditha Mosaic"|"generic"|"Is/005F0001.jpg"
200348|"Beit Guvrin Mosaic"|"generic"|"Is/Is00060001F.jpg"
200349|"Beit Loya Mosaic Medallion"|"generic"|"Is/Is007F0001.jpg"
200350|"Mt. Nebo Mosaic"|"generic"|"Is/Is008F0001.jpg"
200351|"Madaba mosaic"|"generic"|"Is/Is009F0001.jpg"
200352|"Rock at Foppe di Nadro Rock"|"generic"|"It/ItObj0003Img01f.jpg"
200353|"Samian Stamp (Photo RGZM)"|"generic"|"It/ItObj0006Img01f.jpg"
200354|"Novilara Stele"|"generic"|"It/ItObj0009Img01f.jpg"
200355|"Sacello degli Augustali, Base 1"|"generic"|"It/ItObj0010Img02F.jpg"
200356|"Naumachia, Regio VI,9"|"generic"|"It/ItObj0011Img01F.jpg"
200357|"Naumachia 1, Regio VI, 15"|"generic"|"It/ItObj0012Img01F.jpg"
200358|"Naumachia 2, Regio VI,15"|"generic"|"It/ItObj0013Img01F.jpg"
200359|"Naumachia 3, Regio VI,15"|"generic"|"It/ItObj0014Img01F.jpg"
200360|"Naumachia 4, Regio VI,15"|"generic"|"It/ItObj0015Img01F.jpg"
200361|"Naumachia 1, Regio VII,7"|"generic"|"It/ItObj0016Img01F.jpg"
200362|"Naumachia 2, Regio VII,7"|"generic"|"It/ItObj0017Img01F.jpg"
200363|"Naumachia 1, Regio VIII,7"|"generic"|"It/ItObj0018Img01F.jpg"
200364|"Naumachia, Regio VII,9"|"generic"|"It/ItObj0019Img01F.jpg"
200365|"Naumachia 2, Regio VIII,7"|"generic"|"It/ItObj0020Img01F.jpg"
200366|"Naumachia 3, Regio VIII,7"|"generic"|"It/ItObj0021Img01F.jpg"
200367|"Naumachia 4, Regio VIII,7"|"generic"|"It/ItObj0022Img01F.jpg"
200368|"Naumachia a Pompei, Terme Suburbane, Frigidarium, Natatio, S wall, Naumachia 1"|"generic"|"It/ItObj0023Img01F.jpg"
200369|"Naumachia a Pompei, Terme Suburbane, Frigidarium, Natatio, S wall, Naumachia 2"|"generic"|"It/ItObj0024Img01F.jpg"
200370|"Naumachia a Pompei, Terme Suburbane, Frigidarium, Natatio, N wall, Naumachia 3"|"generic"|"It/ItObj0025Img01F.jpg"
200371|"Casa del Sacerdote Amandus"|"generic"|"It/ItObj0026Img01F.jpg"
200372|"Rilievo di Avezzano"|"generic"|"It/ItObj0027Img01F.jpg"
200373|"Architrave dal cimitero dei Giordani"|"generic"|"It/ItObj0028Img01F.jpg"
200374|"Fregio dal Portico di Ottavia"|"generic"|"It/ItObj0029Img01F.jpg"
200375|"Altare della Madre degli Dei e della nave Salvia"|"generic"|"It/ItObj0030Img01F.jpg"
200376|"Sarcofago dalla Via Ostiense"|"generic"|"It/ItObj0033Img01colour.jpg"
200377|"Coperchio di sarcofago con Ulisse e le Sirene"|"generic"|"It/ItObj0040Img01F.jpg"
200378|"Gruppo di Scilla, la nave di Ulisse"|"generic"|"It/ItObj0054Img01F.jpg"
200379|"Mosaico nilotico da Preneste (detaglio Berlin)"|"generic"|"It/ItObj0071Img01F.jpg"
200380|"Navalia"|"generic"|"It/ItObj0077Img00f.jpg"
200381|"Mosaico dal Piazzale delle Corporazioni"|"generic"|"It/ItObj0079Img00F.jpg"
200382|"Rilievo con due galere"|"generic"|"It/ItObj0008Img01f.jpg"
200383|"Colonna a forma di nave"|"generic"|"It/ItObj0081Img01f.jpg"
200384|"Glass Bowl with fabulous creatures"|"generic"|"It/ItObj0082Img01F.jpg"
200385|"Atlante Farnese"|"generic"|"It/ItObj0083Img01F.jpg"
200386|"Codex Vaticanus graecus 1087 (fol. 310v)"|"generic"|"It/ItObj0084Img01F.jpg"
200387|"Codex Vaticanus lat. 3225 (Vergilius Vaticanus) fol. 16r"|"generic"|"It/ItObj0090Img09F.jpg"
200388|"Codex Vaticanus lat. 3225 (Vergilius Vaticanus) fol. 19r"|"generic"|"It/ItObj0090Img01F.jpg"
200389|"Codex Vaticanus lat. 3225 (Vergilius Vaticanus) fol. 23r"|"generic"|"It/ItObj0090Img10F.jpg"
200390|"Codex Vaticanus lat. 3225 (Vergilius Vaticanus) fol. 27r"|"generic"|"It/ItObj0090Img02F.jpg"
200391|"Codex Vaticanus lat. 3225 (Vergilius Vaticanus) fol. 31v"|"generic"|"It/ItObj0090Img03F.jpg"
200392|"Codex Vaticanus lat. 3225 (Vergilius Vaticanus) fol. 39v"|"generic"|"It/ItObj0090Img04F.jpg"
200393|"Codex Vaticanus lat. 3225 (Vergilius Vaticanus) fol. 42r"|"generic"|"It/ItObj0090Img05F.jpg"
200394|"Codex Vaticanus lat. 3225 (Vergilius Vaticanus) fol. 43v"|"generic"|"It/ItObj0090Img11F.jpg"
200395|"Codex Vaticanus lat. 3225 (Vergilius Vaticanus) fol. 44v"|"generic"|"It/ItObj0090Img12F.jpg"
200396|"Codex Vaticanus lat. 3225 (Vergilius Vaticanus) fol. 58r"|"generic"|"It/ItObj0090Img06F.jpg"
200397|"Codex Vaticanus lat. 3225 (Vergilius Vaticanus) fol. 71r"|"generic"|"It/ItObj0090Img07F.jpg"
200398|"Codex Vaticanus graecus 1291 Fol 2<SUP>v</SUP>"|"generic"|"It/ItObj0091Img01F.jpg"
200399|"Codex Marcianus graec. Z 479 fol. 2r"|"generic"|"It/ItObj0092Img01F.jpg"
200400|"Gold glass of Dedalus"|"generic"|"It/ItObj0093Img01F.jpg"
200401|"Codex Vaticanus lat. 3867 fol. 77r (Vergilius Vaticanus Romanus)"|"generic"|"It/ItObj0094Img01F.jpg"
200402|"Taberna di vino, relief"|"generic"|"It/ItObj0096Img01F.jpg"
200403|"Lipsanoteca Brescia"|"generic"|"It/ItObj0098Img01F.jpg"
200404|"Vat. Gr. 1554 fol. 159"|"generic"|"It/ItObj0099Img01F.jpg"
200405|"Codex Ilias Ambrosiana, I, 37, 51"|"generic"|"It/ItObj0100aImg01F.jpg"
200406|"Codex Ilias Ambrosiana, I, 221, 245,254, 306"|"generic"|"It/ItObj0100bImg01F.jpg"
200408|"Codex Ilias Ambrosiana, I, 320"|"generic"|"It/ItObj0100dImg01F.jpg"
200409|"Cod. Vat. Gr. 1087 fol 306v-207r"|"generic"|"It/ItObj0101Img01F.jpg"
200410|"Cod. Vat. Gr. 1087 fol 309v"|"generic"|"It/ItObj0102Img01F.jpg"
200411|"Rilievo di Portus"|"generic"|"It/ItObj0104Img01F.jpg"
200412|"Terracotta da Isola Sacra con barca rimorchio"|"generic"|"It/ItObj0105Img01F.jpg"
200413|"Terracotta da Isola Sacra con nave caudicaria"|"generic"|"It/ItObj0106Img01F.jpg"
200414|"Frammento architettonico"|"generic"|"It/ItObj0107Img01F.jpg"
200415|"Graffito della Casa di Giove e Ganimede"|"generic"|"It/ItObj0108Img01F.jpg"
200416|"Affresco della Isis Geminiana"|"generic"|"It/ItObj0109Img00F.jpg"
200417|"Rilievo da Isola Sacra"|"generic"|"It/ItObj0110Img01F.jpg"
200418|"Rilievo di Ponto Rotto"|"generic"|"It/ItObj0111Img01F.jpg"
200419|"Rilievo della Cattedrale di Salerno"|"generic"|"It/ItObj0112Img01F.jpg"
200420|"Bronzo con Diadema 1"|"generic"|"It/ItObj0113Img01F.jpg"
200421|"Bronzo con Diadema 2"|"generic"|"It/ItObj0114Img01F.jpg"
200422|"Black figured vase IG22658"|"generic"|"It/ItObj0115Img01F.jpg"
200423|"Schiffsmodell aus Sardinien"|"generic"|"It/ItObj0116Img01F.jpg"
200424|"Urna di Velia Cerinei"|"generic"|"It/ItObj00117Img01F.jpg"
200425|"Volute Krater"|"generic"|"It/ItObj0119Img01F.jpg"
200426|"Codex S Paolo fuori le Mura, fol. 2v"|"generic"|"It/ItObj0120Img00F.jpg"
200427|"Coppa a figure nere da Orvieto"|"generic"|"It/ItObj0123Img01F.jpg"
200428|"Lipari Antimenes Krater Fragment"|"generic"|"It/ItObj0124Img01F.jpg"
200429|"Ship Cart Skyphos"|"generic"|"It/ItObj0125Img01F.jpg"
200430|"Black Figure Vulci Hydria"|"generic"|"It/ItObj0127Img01F.jpg"
200431|"Tarquinia Neck - Amphora"|"generic"|"It/ItObj0134Img01F.jpg"
200432|"Colonna Traiana"|"generic"|"It/ItObj0214Img00F.jpg"
200433|"Sarcofago da Palazzo Sanseverino, Roma"|"generic"|"It/ItObj0031Img01f.jpg"
200434|"Tabula iliaca"|"generic"|"It/ItObj0032Img01f.jpg"
200435|"Pittura con corteo di fanciulle"|"generic"|"It/ItObj0034Img01f.jpg"
200436|"Pittura con scena dall’Odissea"|"generic"|"It/ItObj0035Img01f.jpg"
200437|"Pittura con scena dall&acute; Odissea 2"|"generic"|"It/ItObj0036Img01f.jpg"
200438|"Pittura con scena dall&acute; Odissea"|"generic"|"It/ItObj0037Img01f.jpg"
200439|"Sarcofago da Porta Latina"|"generic"|"It/ItObj0038Img01f.jpg"
200440|"Sarcofago con Giona"|"generic"|"It/ItObj0039Img01f.jpg"
200441|"Sarcofago, via delle Cave di Pietralata"|"generic"|"It/ITObj0041Img01F.jpg"
200442|"Sarcofago dal Cimitero di Pretestato"|"generic"|"It/ItObj0042Img01f.jpg"
200443|"Stele di P. Clodius Quirinalis, Trieste, Via Romagna"|"generic"|"It/ItObj0043Img01f.jpg"
200444|"Stele del faber navalis L. Laronius Rufus"|"generic"|"It/ItObj0044Img01f.jpg"
200445|"Terrakotta Architekturteil"|"generic"|"It/ItObj0045Img01f.jpg"
200446|"Sarcofago di Balbia Hermofila"|"generic"|"It/ItObj0457Img01.jpg"
