"fk_id_object"|"fk_id_metaindex"|"name"|"en"|"de"
100007|10001|"objecttype"|"Wreck"|"Schiffswrack"
100007|404|"culture"|"Iron Age"|"Eisenzeitlich"
100007|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100008|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100008|10001|"objecttype"|"Wreck"|"Schiffswrack"
100008|418|"culture"|"Viking Age"|"Wikingerzeitlich"
100009|10001|"objecttype"|"Wreck"|"Schiffswrack"
100009|418|"culture"|"Viking Age"|"Wikingerzeitlich"
100009|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100010|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100010|10001|"objecttype"|"Wreck"|"Schiffswrack"
100010|423|"culture"|"Roman"|"Römisch"
100010|404|"culture"|"Iron Age"|"Eisenzeitlich"
100011|423|"culture"|"Roman"|"Römisch"
100011|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100011|10001|"objecttype"|"Wreck"|"Schiffswrack"
100012|423|"culture"|"Roman"|"Römisch"
100012|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100012|10001|"objecttype"|"Wreck"|"Schiffswrack"
100013|423|"culture"|"Roman"|"Römisch"
100013|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100013|10001|"objecttype"|"Wreck"|"Schiffswrack"
100014|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100014|423|"culture"|"Roman"|"Römisch"
100014|10001|"objecttype"|"Wreck"|"Schiffswrack"
100015|10001|"objecttype"|"Wreck"|"Schiffswrack"
100015|423|"culture"|"Roman"|"Römisch"
100015|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100016|423|"culture"|"Roman"|"Römisch"
100016|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100016|10001|"objecttype"|"Wreck"|"Schiffswrack"
100017|10001|"objecttype"|"Wreck"|"Schiffswrack"
100017|423|"culture"|"Roman"|"Römisch"
100017|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100018|423|"culture"|"Roman"|"Römisch"
100018|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100018|10001|"objecttype"|"Wreck"|"Schiffswrack"
100019|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100019|10001|"objecttype"|"Wreck"|"Schiffswrack"
100020|423|"culture"|"Roman"|"Römisch"
100020|10001|"objecttype"|"Wreck"|"Schiffswrack"
100020|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100021|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100021|423|"culture"|"Roman"|"Römisch"
100021|10001|"objecttype"|"Wreck"|"Schiffswrack"
100022|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100022|423|"culture"|"Roman"|"Römisch"
100022|10001|"objecttype"|"Wreck"|"Schiffswrack"
100023|402|"culture"|"Bronze Age"|"Bronzezeitlich"
100023|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100023|10001|"objecttype"|"Wreck"|"Schiffswrack"
100024|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100024|10001|"objecttype"|"Wreck"|"Schiffswrack"
100024|423|"culture"|"Roman"|"Römisch"
100025|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100025|4020|"material"|"Willow (Salix)"|"Weide"
100025|10001|"objecttype"|"Wreck"|"Schiffswrack"
100025|404|"culture"|"Iron Age"|"Eisenzeitlich"
100026|10001|"objecttype"|"Wreck"|"Schiffswrack"
100026|402|"culture"|"Bronze Age"|"Bronzezeitlich"
100026|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100027|4001|"material"|"Ash (Fraxinus spp.)"|"Esche"
100027|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100027|402|"culture"|"Bronze Age"|"Bronzezeitlich"
100027|10001|"objecttype"|"Wreck"|"Schiffswrack"
100028|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100028|402|"culture"|"Bronze Age"|"Bronzezeitlich"
100028|10001|"objecttype"|"Wreck"|"Schiffswrack"
100029|10001|"objecttype"|"Wreck"|"Schiffswrack"
100029|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100029|402|"culture"|"Bronze Age"|"Bronzezeitlich"
100030|423|"culture"|"Roman"|"Römisch"
100030|10001|"objecttype"|"Wreck"|"Schiffswrack"
100030|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100031|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100031|423|"culture"|"Roman"|"Römisch"
100031|10001|"objecttype"|"Wreck"|"Schiffswrack"
100032|10001|"objecttype"|"Wreck"|"Schiffswrack"
100032|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100032|423|"culture"|"Roman"|"Römisch"
100033|10001|"objecttype"|"Wreck"|"Schiffswrack"
100033|423|"culture"|"Roman"|"Römisch"
100033|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100034|423|"culture"|"Roman"|"Römisch"
100034|10001|"objecttype"|"Wreck"|"Schiffswrack"
100034|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100035|423|"culture"|"Roman"|"Römisch"
100035|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100035|10001|"objecttype"|"Wreck"|"Schiffswrack"
100036|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100036|10001|"objecttype"|"Wreck"|"Schiffswrack"
100036|423|"culture"|"Roman"|"Römisch"
100037|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100037|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100037|10001|"objecttype"|"Wreck"|"Schiffswrack"
100037|423|"culture"|"Roman"|"Römisch"
100038|423|"culture"|"Roman"|"Römisch"
100038|10001|"objecttype"|"Wreck"|"Schiffswrack"
100038|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100038|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100039|10001|"objecttype"|"Wreck"|"Schiffswrack"
100039|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100039|423|"culture"|"Roman"|"Römisch"
100040|423|"culture"|"Roman"|"Römisch"
100040|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100040|10001|"objecttype"|"Wreck"|"Schiffswrack"
100041|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100041|10001|"objecttype"|"Wreck"|"Schiffswrack"
100041|423|"culture"|"Roman"|"Römisch"
100042|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100042|10001|"objecttype"|"Wreck"|"Schiffswrack"
100043|10001|"objecttype"|"Wreck"|"Schiffswrack"
100043|423|"culture"|"Roman"|"Römisch"
100043|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100044|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100044|4015|"material"|"Olive (Oleae aeuropea)"|"Ölbaum"
100044|4010|"material"|"Holm oak (Quercus ilex)"|"Steineiche"
100044|4025|"material"|"Poplar"|"Pappel"
100044|4001|"material"|"Ash (Fraxinus spp.)"|"Esche"
100044|4006|"material"|"Cypress (Cupressus)"|"Zypresse"
100044|423|"culture"|"Roman"|"Römisch"
100044|10001|"objecttype"|"Wreck"|"Schiffswrack"
100045|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100045|10001|"objecttype"|"Wreck"|"Schiffswrack"
100045|428|"culture"|"Greek"|"Griechisch"
100046|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100046|10001|"objecttype"|"Wreck"|"Schiffswrack"
100046|428|"culture"|"Greek"|"Griechisch"
100047|423|"culture"|"Roman"|"Römisch"
100047|10001|"objecttype"|"Wreck"|"Schiffswrack"
100047|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100048|423|"culture"|"Roman"|"Römisch"
100048|10001|"objecttype"|"Wreck"|"Schiffswrack"
100048|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100049|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100049|10001|"objecttype"|"Wreck"|"Schiffswrack"
100049|423|"culture"|"Roman"|"Römisch"
100050|4005|"material"|"Cornel (Cornus)"|"Hartriegel"
100050|4003|"material"|"Box (Buxus)"|"Buchsbaum"
100050|4019|"material"|"Walnut (Juglans spp.)"|"Walnuß"
100050|4001|"material"|"Ash (Fraxinus spp.)"|"Esche"
100050|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100050|423|"culture"|"Roman"|"Römisch"
100050|10001|"objecttype"|"Wreck"|"Schiffswrack"
100050|4007|"material"|"Elm (Ulmus spp.)"|"Ulme"
100050|4010|"material"|"Holm oak (Quercus ilex)"|"Steineiche"
100050|4012|"material"|"Lime (Tilia spp.)"|"Linde"
100051|4006|"material"|"Cypress (Cupressus)"|"Zypresse"
100051|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100051|4010|"material"|"Holm oak (Quercus ilex)"|"Steineiche"
100051|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100051|4020|"material"|"Willow (Salix)"|"Weide"
100051|427|"culture"|"Roman (late)"|"Römisch (spät)"
100051|10001|"objecttype"|"Wreck"|"Schiffswrack"
100052|10001|"objecttype"|"Wreck"|"Schiffswrack"
100052|4010|"material"|"Holm oak (Quercus ilex)"|"Steineiche"
100052|4001|"material"|"Ash (Fraxinus spp.)"|"Esche"
100052|4020|"material"|"Willow (Salix)"|"Weide"
100052|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100052|427|"culture"|"Roman (late)"|"Römisch (spät)"
100052|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100053|4020|"material"|"Willow (Salix)"|"Weide"
100053|4001|"material"|"Ash (Fraxinus spp.)"|"Esche"
100053|10001|"objecttype"|"Wreck"|"Schiffswrack"
100053|423|"culture"|"Roman"|"Römisch"
100053|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100053|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100053|4010|"material"|"Holm oak (Quercus ilex)"|"Steineiche"
100054|4006|"material"|"Cypress (Cupressus)"|"Zypresse"
100054|423|"culture"|"Roman"|"Römisch"
100054|4015|"material"|"Olive (Oleae aeuropea)"|"Ölbaum"
100054|4027|"material"|"Black Pine (Pinus sp.)"|"Schwarzkiefer"
100054|4026|"material"|"Stone Pine (Pinus sp.)"|"Zirbe"
100054|10001|"objecttype"|"Wreck"|"Schiffswrack"
100054|4010|"material"|"Holm oak (Quercus ilex)"|"Steineiche"
100054|4020|"material"|"Willow (Salix)"|"Weide"
100054|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100055|4006|"material"|"Cypress (Cupressus)"|"Zypresse"
100055|423|"culture"|"Roman"|"Römisch"
100055|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100055|4010|"material"|"Holm oak (Quercus ilex)"|"Steineiche"
100055|10001|"objecttype"|"Wreck"|"Schiffswrack"
100055|4011|"material"|"Juniper (Juniperus)"|"Wacholder"
100055|4026|"material"|"Stone Pine (Pinus sp.)"|"Zirbe"
100055|4018|"material"|"Spruce (Picea sp.)"|"Rottanne"
100055|4015|"material"|"Olive (Oleae aeuropea)"|"Ölbaum"
100055|4007|"material"|"Elm (Ulmus spp.)"|"Ulme"
100056|407|"culture"|"Punic"|"Punisch"
100056|10001|"objecttype"|"Wreck"|"Schiffswrack"
100056|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100056|4002|"material"|"Beech (Fagus spp.)"|"Buche"
100056|4004|"material"|"Cedar (Cedrus libani)"|"Zeder"
100056|4017|"material"|"Pistachio (Pistacia)"|"Pistazie"
100056|4013|"material"|"Maple (Acer spp.)"|"Ahorn"
100056|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100057|4008|"material"|"Fir (Abies)"|"Tanne"
100057|423|"culture"|"Roman"|"Römisch"
100057|10001|"objecttype"|"Wreck"|"Schiffswrack"
100057|4019|"material"|"Walnut (Juglans spp.)"|"Walnuß"
100058|4009|"material"|"Fig (Ficus carica)"|"Feige"
100058|4004|"material"|"Cedar (Cedrus libani)"|"Zeder"
100058|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100058|4015|"material"|"Olive (Oleae aeuropea)"|"Ölbaum"
100058|10001|"objecttype"|"Wreck"|"Schiffswrack"
100058|406|"culture"|"Phoenician"|"Ph&ouml;nizisch"
100059|4601|"culture"|"Bronze Age (late)"|"Spätbronzezeitlich"
100059|10001|"objecttype"|"Wreck"|"Schiffswrack"
100060|4602|"culture"|"Bronze Age (early)"|"Frühe Bronzezeit"
100060|10001|"objecttype"|"Wreck"|"Schiffswrack"
100061|4607|"culture"|"Classical"|"Klassisch"
100061|10001|"objecttype"|"Wreck"|"Schiffswrack"
100062|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100062|4603|"culture"|"Medieval (early)"|"Frühes Mittelalter"
100062|10001|"objecttype"|"Wreck"|"Schiffswrack"
100063|10001|"objecttype"|"Wreck"|"Schiffswrack"
100063|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100063|403|"culture"|"Carolingian"|"Karolingisch"
100064|4603|"culture"|"Medieval (early)"|"Frühes Mittelalter"
100064|10001|"objecttype"|"Wreck"|"Schiffswrack"
100064|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100065|10001|"objecttype"|"Wreck"|"Schiffswrack"
100065|4603|"culture"|"Medieval (early)"|"Frühes Mittelalter"
100065|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100066|4603|"culture"|"Medieval (early)"|"Frühes Mittelalter"
100066|10001|"objecttype"|"Wreck"|"Schiffswrack"
100066|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100067|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100067|10001|"objecttype"|"Wreck"|"Schiffswrack"
100067|4603|"culture"|"Medieval (early)"|"Frühes Mittelalter"
100067|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100068|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100068|405|"culture"|"Medieval"|"Mittelalterlich"
100068|10001|"objecttype"|"Wreck"|"Schiffswrack"
100069|10001|"objecttype"|"Wreck"|"Schiffswrack"
100069|405|"culture"|"Medieval"|"Mittelalterlich"
100069|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100070|10001|"objecttype"|"Wreck"|"Schiffswrack"
100070|405|"culture"|"Medieval"|"Mittelalterlich"
100070|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100071|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100071|10001|"objecttype"|"Wreck"|"Schiffswrack"
100071|4603|"culture"|"Medieval (early)"|"Frühes Mittelalter"
100072|4603|"culture"|"Medieval (early)"|"Frühes Mittelalter"
100072|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100072|10001|"objecttype"|"Wreck"|"Schiffswrack"
100073|10001|"objecttype"|"Wreck"|"Schiffswrack"
100073|4603|"culture"|"Medieval (early)"|"Frühes Mittelalter"
100073|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100074|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100074|405|"culture"|"Medieval"|"Mittelalterlich"
100074|10001|"objecttype"|"Wreck"|"Schiffswrack"
100075|423|"culture"|"Roman"|"Römisch"
100075|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100075|10001|"objecttype"|"Wreck"|"Schiffswrack"
100076|10001|"objecttype"|"Wreck"|"Schiffswrack"
100076|423|"culture"|"Roman"|"Römisch"
100076|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100077|423|"culture"|"Roman"|"Römisch"
100077|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100077|10001|"objecttype"|"Wreck"|"Schiffswrack"
100078|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100078|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100078|423|"culture"|"Roman"|"Römisch"
100078|10001|"objecttype"|"Wreck"|"Schiffswrack"
100079|10001|"objecttype"|"Wreck"|"Schiffswrack"
100079|423|"culture"|"Roman"|"Römisch"
100079|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100080|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100080|10001|"objecttype"|"Wreck"|"Schiffswrack"
100080|423|"culture"|"Roman"|"Römisch"
100080|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100081|10001|"objecttype"|"Wreck"|"Schiffswrack"
100081|423|"culture"|"Roman"|"Römisch"
100081|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100082|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100082|10001|"objecttype"|"Wreck"|"Schiffswrack"
100082|423|"culture"|"Roman"|"Römisch"
100083|423|"culture"|"Roman"|"Römisch"
100083|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100083|10001|"objecttype"|"Wreck"|"Schiffswrack"
100084|10001|"objecttype"|"Wreck"|"Schiffswrack"
100084|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100084|407|"culture"|"Punic"|"Punisch"
100085|423|"culture"|"Roman"|"Römisch"
100085|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100085|10001|"objecttype"|"Wreck"|"Schiffswrack"
100086|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100086|10001|"objecttype"|"Wreck"|"Schiffswrack"
100086|423|"culture"|"Roman"|"Römisch"
100087|418|"culture"|"Viking Age"|"Wikingerzeitlich"
100087|10001|"objecttype"|"Wreck"|"Schiffswrack"
100087|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100088|10001|"objecttype"|"Wreck"|"Schiffswrack"
100088|4605|"culture"|"Anglo Saxon"|"Angelsäksisch"
100088|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100089|10001|"objecttype"|"Wreck"|"Schiffswrack"
100089|402|"culture"|"Bronze Age"|"Bronzezeitlich"
100089|404|"culture"|"Iron Age"|"Eisenzeitlich"
100090|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100090|404|"culture"|"Iron Age"|"Eisenzeitlich"
100090|10001|"objecttype"|"Wreck"|"Schiffswrack"
100091|10001|"objecttype"|"Wreck"|"Schiffswrack"
100091|4605|"culture"|"Anglo Saxon"|"Angelsäksisch"
100091|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100092|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100092|418|"culture"|"Viking Age"|"Wikingerzeitlich"
100092|10001|"objecttype"|"Wreck"|"Schiffswrack"
100093|404|"culture"|"Iron Age"|"Eisenzeitlich"
100093|4018|"material"|"Spruce (Picea sp.)"|"Rottanne"
100093|10001|"objecttype"|"Wreck"|"Schiffswrack"
100093|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100093|4001|"material"|"Ash (Fraxinus spp.)"|"Esche"
100093|423|"culture"|"Roman"|"Römisch"
100094|10001|"objecttype"|"Wreck"|"Schiffswrack"
100094|423|"culture"|"Roman"|"Römisch"
100095|423|"culture"|"Roman"|"Römisch"
100095|10001|"objecttype"|"Wreck"|"Schiffswrack"
100096|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100096|423|"culture"|"Roman"|"Römisch"
100096|10001|"objecttype"|"Wreck"|"Schiffswrack"
100097|10001|"objecttype"|"Wreck"|"Schiffswrack"
100097|427|"culture"|"Roman (late)"|"Römisch (spät)"
100097|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100098|10001|"objecttype"|"Wreck"|"Schiffswrack"
100098|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100098|423|"culture"|"Roman"|"Römisch"
100099|10001|"objecttype"|"Wreck"|"Schiffswrack"
100099|4012|"material"|"Lime (Tilia spp.)"|"Linde"
100100|10001|"objecttype"|"Wreck"|"Schiffswrack"
100100|4012|"material"|"Lime (Tilia spp.)"|"Linde"
100101|10001|"objecttype"|"Wreck"|"Schiffswrack"
100102|10001|"objecttype"|"Wreck"|"Schiffswrack"
100103|10001|"objecttype"|"Wreck"|"Schiffswrack"
100104|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100104|423|"culture"|"Roman"|"Römisch"
100104|10001|"objecttype"|"Wreck"|"Schiffswrack"
100104|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100105|423|"culture"|"Roman"|"Römisch"
100105|10001|"objecttype"|"Wreck"|"Schiffswrack"
100106|10001|"objecttype"|"Wreck"|"Schiffswrack"
100107|10001|"objecttype"|"Wreck"|"Schiffswrack"
100108|10001|"objecttype"|"Wreck"|"Schiffswrack"
100109|10001|"objecttype"|"Wreck"|"Schiffswrack"
100110|10001|"objecttype"|"Wreck"|"Schiffswrack"
100111|10001|"objecttype"|"Wreck"|"Schiffswrack"
100112|10001|"objecttype"|"Wreck"|"Schiffswrack"
100113|10001|"objecttype"|"Wreck"|"Schiffswrack"
100114|10001|"objecttype"|"Wreck"|"Schiffswrack"
100115|10001|"objecttype"|"Wreck"|"Schiffswrack"
100116|10001|"objecttype"|"Wreck"|"Schiffswrack"
100116|423|"culture"|"Roman"|"Römisch"
100116|4015|"material"|"Olive (Oleae aeuropea)"|"Ölbaum"
100116|4006|"material"|"Cypress (Cupressus)"|"Zypresse"
100116|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100117|10001|"objecttype"|"Wreck"|"Schiffswrack"
100118|10001|"objecttype"|"Wreck"|"Schiffswrack"
100119|10001|"objecttype"|"Wreck"|"Schiffswrack"
100120|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100120|428|"culture"|"Greek"|"Griechisch"
100120|10001|"objecttype"|"Wreck"|"Schiffswrack"
100121|423|"culture"|"Roman"|"Römisch"
100121|10001|"objecttype"|"Wreck"|"Schiffswrack"
100122|10001|"objecttype"|"Wreck"|"Schiffswrack"
100122|405|"culture"|"Medieval"|"Mittelalterlich"
100122|421|"culture"|"Slavonic"|"Slawisch"
100123|10001|"objecttype"|"Wreck"|"Schiffswrack"
100123|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100123|423|"culture"|"Roman"|"Römisch"
100124|10001|"objecttype"|"Wreck"|"Schiffswrack"
100124|423|"culture"|"Roman"|"Römisch"
100125|10001|"objecttype"|"Wreck"|"Schiffswrack"
100126|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100126|405|"culture"|"Medieval"|"Mittelalterlich"
100126|10001|"objecttype"|"Wreck"|"Schiffswrack"
100126|421|"culture"|"Slavonic"|"Slawisch"
100127|405|"culture"|"Medieval"|"Mittelalterlich"
100127|421|"culture"|"Slavonic"|"Slawisch"
100127|10001|"objecttype"|"Wreck"|"Schiffswrack"
100127|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100128|10001|"objecttype"|"Wreck"|"Schiffswrack"
100129|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100129|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100129|405|"culture"|"Medieval"|"Mittelalterlich"
100129|421|"culture"|"Slavonic"|"Slawisch"
100129|10001|"objecttype"|"Wreck"|"Schiffswrack"
100130|421|"culture"|"Slavonic"|"Slawisch"
100130|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100130|10001|"objecttype"|"Wreck"|"Schiffswrack"
100130|405|"culture"|"Medieval"|"Mittelalterlich"
100131|405|"culture"|"Medieval"|"Mittelalterlich"
100131|421|"culture"|"Slavonic"|"Slawisch"
100131|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100131|10001|"objecttype"|"Wreck"|"Schiffswrack"
100131|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100132|405|"culture"|"Medieval"|"Mittelalterlich"
100132|10001|"objecttype"|"Wreck"|"Schiffswrack"
100132|421|"culture"|"Slavonic"|"Slawisch"
100132|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100132|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100133|10001|"objecttype"|"Wreck"|"Schiffswrack"
100133|405|"culture"|"Medieval"|"Mittelalterlich"
100133|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100134|405|"culture"|"Medieval"|"Mittelalterlich"
100134|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100134|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100134|10001|"objecttype"|"Wreck"|"Schiffswrack"
100134|421|"culture"|"Slavonic"|"Slawisch"
100135|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100135|10001|"objecttype"|"Wreck"|"Schiffswrack"
100135|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100135|421|"culture"|"Slavonic"|"Slawisch"
100135|405|"culture"|"Medieval"|"Mittelalterlich"
100136|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100136|421|"culture"|"Slavonic"|"Slawisch"
100136|405|"culture"|"Medieval"|"Mittelalterlich"
100136|10001|"objecttype"|"Wreck"|"Schiffswrack"
100136|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100137|4011|"material"|"Juniper (Juniperus)"|"Wacholder"
100137|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100137|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100137|405|"culture"|"Medieval"|"Mittelalterlich"
100137|421|"culture"|"Slavonic"|"Slawisch"
100137|10001|"objecttype"|"Wreck"|"Schiffswrack"
100138|421|"culture"|"Slavonic"|"Slawisch"
100138|10001|"objecttype"|"Wreck"|"Schiffswrack"
100138|405|"culture"|"Medieval"|"Mittelalterlich"
100138|4001|"material"|"Ash (Fraxinus spp.)"|"Esche"
100138|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100139|4012|"material"|"Lime (Tilia spp.)"|"Linde"
100139|10003|"objecttype"|"Model"|"Schiffsmodell"
100139|4011|"material"|"Juniper (Juniperus)"|"Wacholder"
100139|404|"culture"|"Iron Age"|"Eisenzeitlich"
100139|4018|"material"|"Spruce (Picea sp.)"|"Rottanne"
100139|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100140|10003|"objecttype"|"Model"|"Schiffsmodell"
100140|404|"culture"|"Iron Age"|"Eisenzeitlich"
100140|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100141|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100141|418|"culture"|"Viking Age"|"Wikingerzeitlich"
100141|10002|"objecttype"|"Reconstruction"|"Schiffsrekonstruktion"
100141|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100142|10002|"objecttype"|"Reconstruction"|"Schiffsrekonstruktion"
100142|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100142|418|"culture"|"Viking Age"|"Wikingerzeitlich"
100143|405|"culture"|"Medieval"|"Mittelalterlich"
100143|10003|"objecttype"|"Model"|"Schiffsmodell"
100143|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100144|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100144|10003|"objecttype"|"Model"|"Schiffsmodell"
100145|418|"culture"|"Viking Age"|"Wikingerzeitlich"
100145|10003|"objecttype"|"Model"|"Schiffsmodell"
100146|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100146|418|"culture"|"Viking Age"|"Wikingerzeitlich"
100146|4002|"material"|"Beech (Fagus spp.)"|"Buche"
100146|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100146|10002|"objecttype"|"Reconstruction"|"Schiffsrekonstruktion"
100147|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100147|418|"culture"|"Viking Age"|"Wikingerzeitlich"
100147|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100147|10002|"objecttype"|"Reconstruction"|"Schiffsrekonstruktion"
100147|4002|"material"|"Beech (Fagus spp.)"|"Buche"
100148|10002|"objecttype"|"Reconstruction"|"Schiffsrekonstruktion"
100148|418|"culture"|"Viking Age"|"Wikingerzeitlich"
100148|4014|"material"|"Oak (Quercus spp.)"|"Eiche"
100148|4016|"material"|"Pine (Pinus sp.)"|"Pinie"
100149|418|"culture"|"Viking Age"|"Wikingerzeitlich"
